Date,Box Number,Session Number,Piece Number,Seat,Watts,Catch Angle,Finish Angle,Catch Slip,Finish Slip,Length,Effective Length,Rate,Speed,Average Watts,Variance Watts,Average Effective Length,Wind Direction,Wind Speed (mph),Tide,Normalized Speed
2023-03-22,5253,429,3,3,345,-55.1,29.8,5.4,7.7,84.9,71.8,36.8,5.55,322.25,279.928571428571,69.3875,tailwind,6,against,5.6499014
2023-03-22,5253,429,3,4,322,-54.0,30.2,4.9,17.2,84.2,62.1,36.8,5.55,322.25,279.928571428571,69.3875,tailwind,6,against,5.5837803
2023-03-22,5253,429,3,5,326,-54.4,31.4,3.3,12.0,85.8,70.5,36.8,5.55,322.25,279.928571428571,69.3875,tailwind,6,against,5.6343536
2023-03-22,5253,429,3,6,291,-52.0,30.5,5.9,6.6,82.5,70.0,36.8,5.55,322.25,279.928571428571,69.3875,tailwind,6,against,5.657794
2023-03-22,5253,429,3,7,338,-53.6,31.6,8.5,9.6,85.2,67.1,36.8,5.55,322.25,279.928571428571,69.3875,tailwind,6,against,5.626852
2023-03-22,5253,429,3,8,312,-55.0,30.8,6.2,9.1,85.8,70.5,36.8,5.55,322.25,279.928571428571,69.3875,tailwind,6,against,5.592389
2023-03-22,5324,161,1,1,339,-57.5,27.9,4.5,6.9,85.4,74.0,37.0,5.67,362.0,653.142857142857,72.2875,tailwind,6,against,5.7252574
2023-03-22,5324,161,1,2,356,-52.2,29.3,0.4,12.4,81.5,68.7,37.0,5.67,362.0,653.142857142857,72.2875,tailwind,6,against,5.714624
2023-03-22,5324,161,1,3,398,-55.5,29.4,4.7,7.2,84.9,73.0,37.0,5.67,362.0,653.142857142857,72.2875,tailwind,6,against,5.7425685
2023-03-22,5324,161,1,4,366,-51.6,30.3,1.6,10.2,81.9,70.1,37.0,5.67,362.0,653.142857142857,72.2875,tailwind,6,against,5.717024
2023-03-22,5324,161,1,5,387,-52.3,33.2,0.7,10.5,85.5,74.3,37.0,5.67,362.0,653.142857142857,72.2875,tailwind,6,against,5.7368784
2023-03-22,5324,161,1,6,323,-54.0,33.7,2.7,15.1,87.7,69.9,37.0,5.67,362.0,653.142857142857,72.2875,tailwind,6,against,5.7181153
2023-03-22,5324,161,1,7,347,-55.4,31.3,2.7,7.9,86.7,76.1,37.0,5.67,362.0,653.142857142857,72.2875,tailwind,6,against,5.7300887
2023-03-22,5324,161,1,8,380,-55.0,29.9,7.7,5.0,84.9,72.2,37.0,5.67,362.0,653.142857142857,72.2875,tailwind,6,against,5.724534
2023-03-22,5324,161,2,1,310,-56.2,27.8,4.6,8.2,84.0,71.2,36.4,5.23,339.625,1053.98214285714,69.875,headwind,6,with,5.5785384
2023-03-22,5324,161,2,2,330,-50.3,29.2,0.5,12.5,79.5,66.5,36.4,5.23,339.625,1053.98214285714,69.875,headwind,6,with,5.631677
2023-03-22,5324,161,2,3,388,-54.4,29.4,4.8,7.4,83.8,71.6,36.4,5.23,339.625,1053.98214285714,69.875,headwind,6,with,5.7364
2023-03-22,5324,161,2,4,352,-50.6,29.5,2.4,10.3,80.1,67.4,36.4,5.23,339.625,1053.98214285714,69.875,headwind,6,with,5.649101
2023-03-22,5324,161,2,5,371,-51.1,33.9,0.5,10.1,85.0,74.4,36.4,5.23,339.625,1053.98214285714,69.875,headwind,6,with,5.629999
2023-03-22,5324,161,2,6,289,-52.3,33.3,4.0,16.4,85.6,65.2,36.4,5.23,339.625,1053.98214285714,69.875,headwind,6,with,5.623084
2023-03-22,5324,161,2,7,325,-54.0,31.7,3.8,9.0,85.7,72.9,36.4,5.23,339.625,1053.98214285714,69.875,headwind,6,with,5.6312885
2023-03-22,5324,161,2,8,352,-54.1,29.9,8.2,6.0,84.0,69.8,36.4,5.23,339.625,1053.98214285714,69.875,headwind,6,with,5.660678
2023-03-22,5324,161,3,1,283,-56.3,28.2,4.3,8.0,84.5,72.2,37.6,5.57,332.25,1465.64285714286,69.85,tailwind,6,against,5.6787744
2023-03-22,5324,161,3,2,344,-51.1,28.5,0.5,12.4,79.6,66.7,37.6,5.57,332.25,1465.64285714286,69.85,tailwind,6,against,5.6709027
2023-03-22,5324,161,3,3,383,-55.1,29.8,4.4,8.0,84.9,72.5,37.6,5.57,332.25,1465.64285714286,69.85,tailwind,6,against,5.6929765
2023-03-22,5324,161,3,4,338,-51.4,29.3,2.1,9.9,80.7,68.7,37.6,5.57,332.25,1465.64285714286,69.85,tailwind,6,against,5.668919
2023-03-22,5324,161,3,5,371,-53.0,30.7,5.0,8.2,83.7,70.5,37.6,5.57,332.25,1465.64285714286,69.85,tailwind,6,against,5.659135
2023-03-22,5324,161,3,6,280,-52.4,32.6,2.7,15.8,85.0,66.5,37.6,5.57,332.25,1465.64285714286,69.85,tailwind,6,against,5.650948
2023-03-22,5324,161,3,7,309,-54.8,31.9,4.6,10.3,86.7,71.8,37.6,5.57,332.25,1465.64285714286,69.85,tailwind,6,against,5.6349115
2023-03-22,5324,161,3,8,350,-53.7,29.1,7.8,5.1,82.8,69.9,37.6,5.57,332.25,1465.64285714286,69.85,tailwind,6,against,5.680467
2023-04-04,5325,199,2,1,287,-55.4,31.4,7.3,14.2,86.8,65.3,34.4,5.68,346.75,911.928571428571,68.9875,tailwind,13,with,5.521571
2023-04-04,5325,199,2,2,352,-55.8,30.8,8.3,9.0,86.6,69.3,34.4,5.68,346.75,911.928571428571,68.9875,tailwind,13,with,5.638527
2023-04-04,5325,199,2,3,342,-56.6,32.4,9.5,10.9,89.0,68.6,34.4,5.68,346.75,911.928571428571,68.9875,tailwind,13,with,5.600867
2023-04-04,5325,199,2,4,377,-55.0,31.5,8.0,8.5,86.5,70.0,34.4,5.68,346.75,911.928571428571,68.9875,tailwind,13,with,5.640143
2023-04-04,5325,199,2,5,342,-54.4,32.1,10.7,11.2,86.5,64.6,34.4,5.68,346.75,911.928571428571,68.9875,tailwind,13,with,5.6122556
2023-04-04,5325,199,2,6,341,-59.8,32.2,8.7,7.8,92.0,75.5,34.4,5.68,346.75,911.928571428571,68.9875,tailwind,13,with,5.627568
2023-04-04,5325,199,2,7,344,-56.2,31.9,8.3,13.0,88.1,66.8,34.4,5.68,346.75,911.928571428571,68.9875,tailwind,13,with,5.584722
2023-04-04,5325,199,2,8,389,-57.5,30.3,10.6,5.4,87.8,71.8,34.4,5.68,346.75,911.928571428571,68.9875,tailwind,13,with,5.6164913
2023-04-04,5325,199,3,1,259,-55.3,31.1,8.2,15.3,86.4,62.9,33.3,4.87,342.125,1458.41071428571,68.075,headwind,13,against,5.361452
2023-04-04,5325,199,3,2,384,-55.4,31.7,8.1,8.6,87.1,70.4,33.3,4.87,342.125,1458.41071428571,68.075,headwind,13,against,5.40147
2023-04-04,5325,199,3,3,345,-54.2,32.4,9.3,11.0,86.6,66.3,33.3,4.87,342.125,1458.41071428571,68.075,headwind,13,against,5.398621
2023-04-04,5325,199,3,4,370,-54.7,31.7,8.8,9.0,86.4,68.6,33.3,4.87,342.125,1458.41071428571,68.075,headwind,13,against,5.3865314
2023-04-04,5325,199,3,5,365,-53.6,31.5,9.8,10.2,85.1,65.1,33.3,4.87,342.125,1458.41071428571,68.075,headwind,13,against,5.415485
2023-04-04,5325,199,3,6,342,-58.8,32.1,8.1,7.6,90.9,75.2,33.3,4.87,342.125,1458.41071428571,68.075,headwind,13,against,5.400475
2023-04-04,5325,199,3,7,327,-54.2,32.1,8.5,13.1,86.3,64.7,33.3,4.87,342.125,1458.41071428571,68.075,headwind,13,against,5.3714056
2023-04-04,5325,199,3,8,345,-56.3,32.6,8.4,9.1,88.9,71.4,33.3,4.87,342.125,1458.41071428571,68.075,headwind,13,against,5.404257
2023-04-04,5325,199,1,1,301,-56.1,31.8,7.5,14.3,87.9,66.1,31.1,4.96,371.125,1108.98214285714,69.95,headwind,13,against,5.389764
2023-04-04,5325,199,1,2,386,-56.1,31.7,8.4,9.0,87.8,70.4,31.1,4.96,371.125,1108.98214285714,69.95,headwind,13,against,5.368331
2023-04-04,5325,199,1,3,374,-56.7,33.1,8.3,10.6,89.8,70.9,31.1,4.96,371.125,1108.98214285714,69.95,headwind,13,against,5.3864274
2023-04-04,5325,199,1,4,393,-55.7,32.2,8.4,8.5,87.9,71.0,31.1,4.96,371.125,1108.98214285714,69.95,headwind,13,against,5.373218
2023-04-04,5325,199,1,5,382,-54.6,32.1,9.7,10.1,86.7,66.9,31.1,4.96,371.125,1108.98214285714,69.95,headwind,13,against,5.387511
2023-04-04,5325,199,1,6,363,-59.2,32.4,8.8,8.3,91.6,74.5,31.1,4.96,371.125,1108.98214285714,69.95,headwind,13,against,5.3132644
2023-04-04,5325,199,1,7,357,-56.2,32.0,8.7,12.9,88.2,66.6,31.1,4.96,371.125,1108.98214285714,69.95,headwind,13,against,5.358407
2023-04-04,5325,199,1,8,413,-57.0,30.9,10.5,4.2,87.9,73.2,31.1,4.96,371.125,1108.98214285714,69.95,headwind,13,against,5.369278
2023-04-04,5324,213,2,2,283,-54.9,26.6,8.1,14.8,81.5,58.6,35.7,5.68,315.428571428571,456.952380952381,65.4857142857143,tailwind,13,with,5.590294
2023-04-04,5324,213,2,3,327,-57.3,29.7,6.7,12.1,87.0,68.2,35.7,5.68,315.428571428571,456.952380952381,65.4857142857143,tailwind,13,with,5.7453074
2023-04-04,5324,213,2,4,331,-55.4,27.1,7.8,12.8,82.5,61.9,35.7,5.68,315.428571428571,456.952380952381,65.4857142857143,tailwind,13,with,5.7418656
2023-04-04,5324,213,2,5,345,-56.4,32.0,7.2,8.2,88.4,73.0,35.7,5.68,315.428571428571,456.952380952381,65.4857142857143,tailwind,13,with,5.785057
2023-04-04,5324,213,2,6,296,-58.0,29.7,8.0,15.0,87.7,64.7,35.7,5.68,315.428571428571,456.952380952381,65.4857142857143,tailwind,13,with,5.702532
2023-04-04,5324,213,2,7,308,-57.6,31.3,13.0,12.3,88.9,63.6,35.7,5.68,315.428571428571,456.952380952381,65.4857142857143,tailwind,13,with,5.602784
2023-04-04,5324,213,2,8,318,-58.1,28.9,8.8,9.8,87.0,68.4,35.7,5.68,315.428571428571,456.952380952381,65.4857142857143,tailwind,13,with,5.6962366
2023-04-04,5253,473,3,1,291,-48.6,28.7,6.0,10.6,77.3,60.7,35.6,4.63,297.285714285714,1744.2380952381,59.4285714285714,headwind,13,against,5.561418
2023-04-04,5253,473,3,3,263,-53.1,27.8,9.1,11.1,80.9,60.7,35.6,4.63,297.285714285714,1744.2380952381,59.4285714285714,headwind,13,against,5.54528
2023-04-04,5253,473,3,4,273,-52.0,28.2,10.4,18.6,80.2,51.2,35.6,4.63,297.285714285714,1744.2380952381,59.4285714285714,headwind,13,against,5.5486627
2023-04-04,5253,473,3,5,376,-52.8,28.2,10.8,8.0,81.0,62.2,35.6,4.63,297.285714285714,1744.2380952381,59.4285714285714,headwind,13,against,5.7866106
2023-04-04,5253,473,3,6,289,-49.1,31.2,9.6,8.7,80.3,62.0,35.6,4.63,297.285714285714,1744.2380952381,59.4285714285714,headwind,13,against,5.5590153
2023-04-04,5253,473,3,7,329,-52.4,27.9,9.1,10.5,80.3,60.7,35.6,4.63,297.285714285714,1744.2380952381,59.4285714285714,headwind,13,against,5.6999626
2023-04-04,5253,473,3,8,260,-49.4,28.4,7.5,11.8,77.8,58.5,35.6,4.63,297.285714285714,1744.2380952381,59.4285714285714,headwind,13,against,5.5472894
2023-04-04,5253,473,1,1,329,-49.7,28.4,5.4,9.8,78.1,62.9,36.5,5.01,328.625,2420.83928571429,61.95,headwind,13,against,5.722138
2023-04-04,5253,473,1,2,238,-60.7,14.5,10.6,4.5,75.2,60.1,36.5,5.01,328.625,2420.83928571429,61.95,headwind,13,against,5.6016855
2023-04-04,5253,473,1,3,303,-52.7,29.1,7.9,11.0,81.8,62.9,36.5,5.01,328.625,2420.83928571429,61.95,headwind,13,against,5.6818504
2023-04-04,5253,473,1,4,315,-52.3,29.2,9.2,18.2,81.5,54.1,36.5,5.01,328.625,2420.83928571429,61.95,headwind,13,against,5.6902394
2023-04-04,5253,473,1,5,409,-52.0,28.5,9.1,7.7,80.5,63.7,36.5,5.01,328.625,2420.83928571429,61.95,headwind,13,against,5.8217263
2023-04-04,5253,473,1,6,329,-50.0,31.0,8.5,7.6,81.0,64.9,36.5,5.01,328.625,2420.83928571429,61.95,headwind,13,against,5.7467422
2023-04-04,5253,473,1,7,364,-52.8,27.9,8.3,9.6,80.7,62.8,36.5,5.01,328.625,2420.83928571429,61.95,headwind,13,against,5.7885995
2023-04-04,5253,473,1,8,342,-51.7,27.9,6.2,9.2,79.6,64.2,36.5,5.01,328.625,2420.83928571429,61.95,headwind,13,against,5.7777395
2023-04-04,5324,213,3,2,238,-52.1,26.3,9.2,14.7,78.4,54.5,34.1,4.69,303.857142857143,1040.47619047619,63.714285714285694,headwind,13,against,5.435252
2023-04-04,5324,213,3,3,329,-56.1,30.1,7.1,12.2,86.2,66.9,34.1,4.69,303.857142857143,1040.47619047619,63.714285714285694,headwind,13,against,5.5188093
2023-04-04,5324,213,3,4,308,-54.1,26.5,7.6,12.3,80.6,60.7,34.1,4.69,303.857142857143,1040.47619047619,63.714285714285694,headwind,13,against,5.4744973
2023-04-04,5324,213,3,5,323,-53.3,32.0,8.4,8.2,85.3,68.7,34.1,4.69,303.857142857143,1040.47619047619,63.714285714285694,headwind,13,against,5.5151024
2023-04-04,5324,213,3,6,294,-57.1,29.4,7.4,14.9,86.5,64.2,34.1,4.69,303.857142857143,1040.47619047619,63.714285714285694,headwind,13,against,5.533336
2023-04-04,5324,213,3,7,303,-55.2,31.1,12.0,11.5,86.3,62.8,34.1,4.69,303.857142857143,1040.47619047619,63.714285714285694,headwind,13,against,5.496755
2023-04-04,5324,213,3,8,332,-58.3,25.9,10.0,6.0,84.2,68.2,34.1,4.69,303.857142857143,1040.47619047619,63.714285714285694,headwind,13,against,5.525369
2023-04-04,5253,473,2,1,311,-50.9,29.2,5.6,10.2,80.1,64.3,35.5,5.48,305.571428571429,1137.28571428571,62.285714285714306,tailwind,13,with,5.6038265
2023-04-04,5253,473,2,3,284,-55.1,29.3,9.1,11.3,84.4,64.0,35.5,5.48,305.571428571429,1137.28571428571,62.285714285714306,tailwind,13,with,5.5985737
2023-04-04,5253,473,2,4,272,-54.1,28.8,11.4,18.1,82.9,53.4,35.5,5.48,305.571428571429,1137.28571428571,62.285714285714306,tailwind,13,with,5.5499263
2023-04-04,5253,473,2,5,358,-52.7,28.8,10.0,8.7,81.5,62.8,35.5,5.48,305.571428571429,1137.28571428571,62.285714285714306,tailwind,13,with,5.7764525
2023-04-04,5253,473,2,6,304,-51.6,31.2,10.0,7.2,82.8,65.6,35.5,5.48,305.571428571429,1137.28571428571,62.285714285714306,tailwind,13,with,5.628726
2023-04-04,5253,473,2,7,340,-54.5,28.8,10.7,9.0,83.3,63.6,35.5,5.48,305.571428571429,1137.28571428571,62.285714285714306,tailwind,13,with,5.7811313
2023-04-04,5253,473,2,8,270,-51.7,27.9,7.3,10.0,79.6,62.3,35.5,5.48,305.571428571429,1137.28571428571,62.285714285714306,tailwind,13,with,5.52203
2023-04-04,5324,213,1,2,341,-54.3,27.0,6.6,12.7,81.3,62.0,34.5,5.02,331.571428571429,391.619047619048,66.5285714285714,headwind,13,against,5.544852
2023-04-04,5324,213,1,3,356,-57.6,29.9,5.9,11.2,87.5,70.4,34.5,5.02,331.571428571429,391.619047619048,66.5285714285714,headwind,13,against,5.6527257
2023-04-04,5324,213,1,4,334,-54.5,26.8,7.1,12.4,81.3,61.8,34.5,5.02,331.571428571429,391.619047619048,66.5285714285714,headwind,13,against,5.5292974
2023-04-04,5324,213,1,5,354,-55.1,32.2,7.0,7.8,87.3,72.5,34.5,5.02,331.571428571429,391.619047619048,66.5285714285714,headwind,13,against,5.618363
2023-04-04,5324,213,1,6,311,-57.9,30.4,7.1,14.9,88.3,66.3,34.5,5.02,331.571428571429,391.619047619048,66.5285714285714,headwind,13,against,5.4931955
2023-04-04,5324,213,1,7,311,-57.2,31.1,12.6,11.3,88.3,64.4,34.5,5.02,331.571428571429,391.619047619048,66.5285714285714,headwind,13,against,5.4768467
2023-04-04,5324,213,1,8,314,-57.5,29.3,8.1,10.4,86.8,68.3,34.5,5.02,331.571428571429,391.619047619048,66.5285714285714,headwind,13,against,5.5123177
2023-04-04,5239,786,3,1,173,-57.9,27.5,17.7,10.7,85.4,57.0,32.7,4.52,287.375,2356.26785714286,65.35,headwind,13,against,5.257322
2023-04-04,5239,786,3,2,303,-56.6,28.3,13.5,11.7,84.9,59.7,32.7,4.52,287.375,2356.26785714286,65.35,headwind,13,against,5.2453218
2023-04-04,5239,786,3,3,307,-56.7,29.9,8.7,10.4,86.6,67.5,32.7,4.52,287.375,2356.26785714286,65.35,headwind,13,against,5.2679834
2023-04-04,5239,786,3,4,286,-55.7,31.9,7.8,9.5,87.6,70.3,32.7,4.52,287.375,2356.26785714286,65.35,headwind,13,against,5.2566853
2023-04-04,5239,786,3,5,300,-56.9,32.4,10.8,14.2,89.3,64.3,32.7,4.52,287.375,2356.26785714286,65.35,headwind,13,against,5.243563
2023-04-04,5239,786,3,6,336,-49.8,34.8,8.4,10.9,84.6,65.3,32.7,4.52,287.375,2356.26785714286,65.35,headwind,13,against,5.0383797
2023-04-04,5239,786,3,7,291,-53.0,30.7,4.9,10.7,83.7,68.1,32.7,4.52,287.375,2356.26785714286,65.35,headwind,13,against,5.3062778
2023-04-04,5239,786,3,8,303,-57.4,31.9,9.3,9.4,89.3,70.6,32.7,4.52,287.375,2356.26785714286,65.35,headwind,13,against,5.2740836
2023-04-04,5239,786,2,1,199,-58.1,27.6,18.4,8.7,85.7,58.6,33.4,5.44,290.75,1639.64285714286,66.2,tailwind,13,with,5.4261737
2023-04-04,5239,786,2,2,316,-56.5,28.3,11.5,11.4,84.8,61.9,33.4,5.44,290.75,1639.64285714286,66.2,tailwind,13,with,5.425554
2023-04-04,5239,786,2,3,312,-57.0,29.5,8.1,10.1,86.5,68.3,33.4,5.44,290.75,1639.64285714286,66.2,tailwind,13,with,5.3710303
2023-04-04,5239,786,2,4,272,-57.4,32.1,9.3,9.9,89.5,70.3,33.4,5.44,290.75,1639.64285714286,66.2,tailwind,13,with,5.314678
2023-04-04,5239,786,2,5,288,-57.2,32.5,11.6,13.9,89.7,64.2,33.4,5.44,290.75,1639.64285714286,66.2,tailwind,13,with,5.377914
2023-04-04,5239,786,2,6,316,-52.2,33.5,10.6,11.1,85.7,64.0,33.4,5.44,290.75,1639.64285714286,66.2,tailwind,13,with,5.3346796
2023-04-04,5239,786,2,7,304,-53.3,31.6,4.5,10.5,84.9,69.9,33.4,5.44,290.75,1639.64285714286,66.2,tailwind,13,with,5.353
2023-04-04,5239,786,2,8,319,-59.6,31.6,9.2,9.6,91.2,72.4,33.4,5.44,290.75,1639.64285714286,66.2,tailwind,13,with,5.3562427
2023-04-04,5239,786,1,1,187,-57.9,27.9,17.2,10.7,85.8,57.9,33.2,4.77,303.0,2437.14285714286,66.175,headwind,13,against,5.3091416
2023-04-04,5239,786,1,2,310,-56.7,29.0,14.6,12.7,85.7,58.4,33.2,4.77,303.0,2437.14285714286,66.175,headwind,13,against,5.331176
2023-04-04,5239,786,1,3,328,-56.3,31.4,9.4,10.6,87.7,67.7,33.2,4.77,303.0,2437.14285714286,66.175,headwind,13,against,5.323829
2023-04-04,5239,786,1,4,294,-55.7,32.3,8.1,9.0,88.0,70.9,33.2,4.77,303.0,2437.14285714286,66.175,headwind,13,against,5.4082026
2023-04-04,5239,786,1,5,327,-56.9,32.1,8.9,13.2,89.0,66.9,33.2,4.77,303.0,2437.14285714286,66.175,headwind,13,against,5.311407
2023-04-04,5239,786,1,6,344,-51.8,33.9,8.9,10.5,85.7,66.3,33.2,4.77,303.0,2437.14285714286,66.175,headwind,13,against,5.3030577
2023-04-04,5239,786,1,7,327,-53.8,31.5,4.5,10.4,85.3,70.4,33.2,4.77,303.0,2437.14285714286,66.175,headwind,13,against,5.300122
2023-04-04,5239,786,1,8,307,-58.2,31.9,9.5,9.7,90.1,70.9,33.2,4.77,303.0,2437.14285714286,66.175,headwind,13,against,5.302876
2023-04-12,5239,809,1,1,122,-53.2,28.2,29.0,14.4,81.4,38.0,35.2,4.99,275.428571428571,5034.61904761905,60.785714285714306,crosswind,10,with,5.6317143
2023-04-12,5239,809,1,3,282,-53.1,29.1,9.0,8.5,82.2,64.7,35.2,4.99,275.428571428571,5034.61904761905,60.785714285714306,crosswind,10,with,5.645022
2023-04-12,5239,809,1,4,265,-55.3,26.7,14.4,10.5,82.0,57.1,35.2,4.99,275.428571428571,5034.61904761905,60.785714285714306,crosswind,10,with,5.6559167
2023-04-12,5239,809,1,5,311,-55.1,30.4,9.9,12.7,85.5,62.9,35.2,4.99,275.428571428571,5034.61904761905,60.785714285714306,crosswind,10,with,5.641172
2023-04-12,5239,809,1,6,312,-50.6,33.5,9.8,11.3,84.1,63.0,35.2,4.99,275.428571428571,5034.61904761905,60.785714285714306,crosswind,10,with,5.6432285
2023-04-12,5239,809,1,7,306,-53.6,32.1,4.6,11.0,85.7,70.1,35.2,4.99,275.428571428571,5034.61904761905,60.785714285714306,crosswind,10,with,5.6089497
2023-04-12,5239,809,1,8,330,-57.3,28.2,6.4,9.4,85.5,69.7,35.2,4.99,275.428571428571,5034.61904761905,60.785714285714306,crosswind,10,with,5.6953154
2023-04-12,5239,809,2,1,100,-51.3,27.4,30.9,14.2,78.7,33.6,34.6,4.96,264.428571428571,5634.28571428571,59.7428571428571,crosswind,10,with,5.365035
2023-04-12,5239,809,2,3,285,-51.5,29.3,8.4,8.3,80.8,64.1,34.6,4.96,264.428571428571,5634.28571428571,59.7428571428571,crosswind,10,against,5.518098
2023-04-12,5239,809,2,4,261,-55.1,26.5,14.6,10.2,81.6,56.8,34.6,4.96,264.428571428571,5634.28571428571,59.7428571428571,crosswind,10,against,5.4720845
2023-04-12,5239,809,2,5,294,-53.5,30.9,9.6,12.4,84.4,62.4,34.6,4.96,264.428571428571,5634.28571428571,59.7428571428571,crosswind,10,against,5.4930024
2023-04-12,5239,809,2,6,316,-49.4,33.8,9.0,10.5,83.2,63.7,34.6,4.96,264.428571428571,5634.28571428571,59.7428571428571,crosswind,10,against,5.4567003
2023-04-12,5239,809,2,7,280,-52.7,31.6,4.9,11.5,84.3,67.9,34.6,4.96,264.428571428571,5634.28571428571,59.7428571428571,crosswind,10,against,5.517174
2023-04-12,5239,809,2,8,315,-56.9,28.3,6.3,9.2,85.2,69.7,34.6,4.96,264.428571428571,5634.28571428571,59.7428571428571,crosswind,10,against,5.487733
2023-04-12,5239,809,3,1,118,-52.2,27.6,30.2,14.4,79.8,35.2,35.2,4.8,258.857142857143,4089.80952380952,59.3142857142857,crosswind,10,with,5.4737678
2023-04-12,5239,809,3,3,272,-52.1,29.2,9.8,8.7,81.3,62.8,35.2,4.8,258.857142857143,4089.80952380952,59.3142857142857,crosswind,10,with,5.5442734
2023-04-12,5239,809,3,4,269,-55.9,26.3,14.7,10.1,82.2,57.4,35.2,4.8,258.857142857143,4089.80952380952,59.3142857142857,crosswind,10,with,5.4962516
2023-04-12,5239,809,3,5,282,-55.0,30.6,10.9,12.7,85.6,62.0,35.2,4.8,258.857142857143,4089.80952380952,59.3142857142857,crosswind,10,with,5.531377
2023-04-12,5239,809,3,6,295,-49.5,33.6,9.6,11.6,83.1,61.9,35.2,4.8,258.857142857143,4089.80952380952,59.3142857142857,crosswind,10,with,5.5177298
2023-04-12,5239,809,3,7,267,-52.5,32.0,5.3,12.2,84.5,67.0,35.2,4.8,258.857142857143,4089.80952380952,59.3142857142857,crosswind,10,with,5.5181184
2023-04-12,5239,809,3,8,309,-57.6,28.2,7.2,9.7,85.8,68.9,35.2,4.8,258.857142857143,4089.80952380952,59.3142857142857,crosswind,10,with,5.547385
2023-04-12,5325,205,1,1,327,-55.1,31.1,6.1,13.0,86.2,67.1,38.0,5.57,345.75,5217.35714285714,66.625,crosswind,10,with,5.7425356
2023-04-12,5325,205,1,2,294,-55.0,31.2,5.9,9.0,86.2,71.3,38.0,5.57,345.75,5217.35714285714,66.625,crosswind,10,with,5.7404437
2023-04-12,5325,205,1,3,193,-52.4,30.7,17.5,11.2,83.1,54.4,38.0,5.57,345.75,5217.35714285714,66.625,crosswind,10,with,5.644478
2023-04-12,5325,205,1,4,389,-55.8,32.0,7.6,9.6,87.8,70.6,38.0,5.57,345.75,5217.35714285714,66.625,crosswind,10,with,5.824551
2023-04-12,5325,205,1,5,383,-55.3,31.7,6.9,8.7,87.0,71.4,38.0,5.57,345.75,5217.35714285714,66.625,crosswind,10,with,5.759508
2023-04-12,5325,205,1,6,385,-53.2,29.1,6.4,13.3,82.3,62.6,38.0,5.57,345.75,5217.35714285714,66.625,crosswind,10,with,5.842594
2023-04-12,5325,205,1,7,396,-54.0,32.2,7.2,12.6,86.2,66.4,38.0,5.57,345.75,5217.35714285714,66.625,crosswind,10,with,5.845342
2023-04-12,5325,205,1,8,399,-55.7,30.6,10.3,6.8,86.3,69.2,38.0,5.57,345.75,5217.35714285714,66.625,crosswind,10,with,5.8343625
2023-04-12,5325,205,2,1,296,-54.0,30.4,7.0,14.4,84.4,63.0,37.2,5.55,321.375,5828.55357142857,66.0,crosswind,10,against,5.6377454
2023-04-12,5325,205,2,2,262,-54.6,30.6,6.3,9.4,85.2,69.5,37.2,5.55,321.375,5828.55357142857,66.0,crosswind,10,against,5.6116924
2023-04-12,5325,205,2,3,174,-51.3,30.7,17.1,11.9,82.0,53.0,37.2,5.55,321.375,5828.55357142857,66.0,crosswind,10,against,5.605019
2023-04-12,5325,205,2,4,387,-55.8,31.9,7.4,9.4,87.7,70.9,37.2,5.55,321.375,5828.55357142857,66.0,crosswind,10,against,5.7590485
2023-04-12,5325,205,2,5,323,-54.3,31.8,8.8,9.8,86.1,67.5,37.2,5.55,321.375,5828.55357142857,66.0,crosswind,10,against,5.6820297
2023-04-12,5325,205,2,6,406,-57.3,29.1,5.9,9.0,86.4,71.5,37.2,5.55,321.375,5828.55357142857,66.0,crosswind,10,against,5.76519
2023-04-12,5325,205,2,7,351,-54.0,31.3,7.9,13.0,85.3,64.4,37.2,5.55,321.375,5828.55357142857,66.0,crosswind,10,against,5.690833
2023-04-12,5325,205,2,8,372,-55.9,30.9,10.4,8.2,86.8,68.2,37.2,5.55,321.375,5828.55357142857,66.0,crosswind,10,against,5.675143
2023-04-12,5325,205,3,1,307,-55.3,30.6,6.5,14.3,85.9,65.1,37.3,5.47,325.75,4625.35714285714,67.35,crosswind,10,with,5.577513
2023-04-12,5325,205,3,2,255,-54.1,31.0,5.7,10.0,85.1,69.4,37.3,5.47,325.75,4625.35714285714,67.35,crosswind,10,with,5.5723667
2023-04-12,5325,205,3,3,199,-52.9,30.4,16.4,10.0,83.3,56.9,37.3,5.47,325.75,4625.35714285714,67.35,crosswind,10,with,5.5468884
2023-04-12,5325,205,3,4,389,-55.9,32.2,7.9,9.6,88.1,70.6,37.3,5.47,325.75,4625.35714285714,67.35,crosswind,10,with,5.718213
2023-04-12,5325,205,3,5,344,-55.9,32.2,7.4,9.3,88.1,71.4,37.3,5.47,325.75,4625.35714285714,67.35,crosswind,10,with,5.6678586
2023-04-12,5325,205,3,6,390,-57.5,29.1,6.1,9.4,86.6,71.1,37.3,5.47,325.75,4625.35714285714,67.35,crosswind,10,with,5.7176547
2023-04-12,5325,205,3,7,363,-55.4,31.7,7.5,13.3,87.1,66.3,37.3,5.47,325.75,4625.35714285714,67.35,crosswind,10,with,5.6671133
2023-04-12,5325,205,3,8,359,-55.9,31.1,11.3,7.7,87.0,68.0,37.3,5.47,325.75,4625.35714285714,67.35,crosswind,10,with,5.6516576
